filename,S1,S_last,D1,D2,X1,X2
avg_smoothed_lq6_and_std_relative_to_interface.csv,0.22475635803617253,0.7940647883921976,0.28168720107177503,0.7371339453565952,-3.2999999999997622,2.800000000000324
