filename,S1,S_last,D1,D2,X1,X2
avg_smoothed_lq6_and_std_relative_to_interface.csv,0.22466673023256767,0.7940098846225251,0.2816010456715634,0.7370755691835293,-3.199999999999761,2.6000000000003207
