filename,S1,S_last,D1,D2,X1,X2
avg_smoothed_lq6_and_std_relative_to_interface.csv,0.22466673023256767,0.7940098846225251,0.25313388795206554,0.7655427269030272,-3.599999999999767,3.5000000000003335
