Relative_x,Smoothed_lq6,Std_lq6
5.700000000000365219e+00,7.850273221527370726e-01,9.589799428395967551e-02
5.800000000000366640e+00,7.852075645784845070e-01,9.611184005205387904e-02
5.900000000000368061e+00,7.854174080578574246e-01,1.020174068474243717e-01
6.000000000000369482e+00,7.856698765393348438e-01,8.817600745055338696e-02
6.100000000000370903e+00,7.859757950885805089e-01,8.978511052834364792e-02
6.200000000000372324e+00,7.863414256381990874e-01,8.753467656159140409e-02
6.300000000000373745e+00,7.867663739033767811e-01,8.769872032228039072e-02
6.400000000000375167e+00,7.872426484787437007e-01,8.957020284364763940e-02
6.500000000000376588e+00,7.877554970922404642e-01,9.038871837408382626e-02
6.600000000000378009e+00,7.882859365675277674e-01,8.879371816926839855e-02
6.700000000000379430e+00,7.888141322959033586e-01,9.193957528038844418e-02
6.800000000000380851e+00,7.893224787307226986e-01,9.445969522903660542e-02
6.900000000000382272e+00,7.897975429416791426e-01,9.397071926491419591e-02
7.000000000000383693e+00,7.902306594622012792e-01,9.820351099085970759e-02
7.100000000000385114e+00,7.906174804907231124e-01,9.459143158441306320e-02
7.200000000000386535e+00,7.909569823833180191e-01,9.057156206760649808e-02
7.300000000000387956e+00,7.912503615614765451e-01,8.672971826534398021e-02
7.400000000000389377e+00,7.915000783281677110e-01,8.386576296529066332e-02
7.500000000000390799e+00,7.917091464648147170e-01,8.449234528833017566e-02
7.600000000000392220e+00,7.918806659295145600e-01,8.364193534962061083e-02
7.700000000000393641e+00,7.920175517818971445e-01,8.535664926837735478e-02
7.800000000000395062e+00,7.921224040676604350e-01,8.723334458099427091e-02
7.900000000000396483e+00,7.921974719713108515e-01,8.758589161762857234e-02
8.000000000000397904e+00,7.922446793250340624e-01,8.829493012199400581e-02
8.100000000000399325e+00,7.922656919184745128e-01,8.764684490026186658e-02
8.200000000000400746e+00,7.922620180684334379e-01,8.555867951834716933e-02
8.300000000000402167e+00,7.922351423326413622e-01,8.485987833206633246e-02
8.400000000000403588e+00,7.921866981889793546e-01,8.361663005444194829e-02
8.500000000000405009e+00,7.921186885401365618e-01,8.515365428470515752e-02
8.600000000000406430e+00,7.920337614720807107e-01,8.528715245625592689e-02
8.700000000000407852e+00,7.919355395676277443e-01,8.989238223135279093e-02
8.800000000000409273e+00,7.918289794193029696e-01,9.110419371926359311e-02
8.900000000000410694e+00,7.917206989938758710e-01,9.713680934394182398e-02
9.000000000000412115e+00,7.916191543930296559e-01,1.020838280873832410e-01
9.100000000000413536e+00,7.915344890748853279e-01,9.658280645317358915e-02
9.200000000000414957e+00,7.914778575656513659e-01,9.276264042338193405e-02
9.300000000000416378e+00,7.914601046019452690e-01,8.767735291572242851e-02
9.400000000000417799e+00,7.914899070413708992e-01,8.609847003265722054e-02
9.500000000000419220e+00,7.915718166796096300e-01,8.755596831120732171e-02
9.600000000000420641e+00,7.917048928157611742e-01,8.770330101815000667e-02
9.700000000000422062e+00,7.918825437508464349e-01,8.714330842977080493e-02
9.800000000000423483e+00,7.920937380693008345e-01,8.738485364220509310e-02
9.900000000000424905e+00,7.923251479249586726e-01,9.219809301175348193e-02
1.000000000000042633e+01,7.925634407537517356e-01,9.106995055851271892e-02
1.010000000000042775e+01,7.927970304886963193e-01,9.321153068293995536e-02
1.020000000000042917e+01,7.930169831794345869e-01,9.255167249866567969e-02
1.030000000000043059e+01,7.932171526764109082e-01,9.238752303636549312e-02
1.040000000000043201e+01,7.933938196759331429e-01,9.104220723841797980e-02
1.050000000000043343e+01,7.935451200211260936e-01,8.781055186108470412e-02
1.060000000000043485e+01,7.936704641021091744e-01,8.263952357200562981e-02
1.070000000000043627e+01,7.937700509200458221e-01,8.383950085166426425e-02
1.080000000000043769e+01,7.938445082737600744e-01,8.265034110666268086e-02
1.090000000000043912e+01,7.938946511881932455e-01,8.312997734111408910e-02
1.100000000000044054e+01,7.939213357865974041e-01,8.505969584356498636e-02
1.110000000000044196e+01,7.939253847972309597e-01,8.759994041842637802e-02
1.120000000000044338e+01,7.939075660742788143e-01,9.073369216624628530e-02
1.130000000000044480e+01,7.938686125486511536e-01,8.688048513920122728e-02
1.140000000000044622e+01,7.938092789112052294e-01,8.559598387067711422e-02
1.150000000000044764e+01,7.937304362881192343e-01,8.376189202679587553e-02
1.160000000000044906e+01,7.936332107186810925e-01,8.271877591950788089e-02
1.170000000000045048e+01,7.935191735001242419e-01,8.273272906784653880e-02
1.180000000000045191e+01,7.933905894878630072e-01,8.635093055702348919e-02
1.190000000000045333e+01,7.932507197711117231e-01,9.015060722820825156e-02
1.200000000000045475e+01,7.931041529209463814e-01,9.480437731062725526e-02
1.210000000000045617e+01,7.929570998531050297e-01,9.622203270209364612e-02
1.220000000000045759e+01,7.928175327377752213e-01,9.767518947141541619e-02
1.230000000000045901e+01,7.926949952560928825e-01,9.509312651219432866e-02
1.240000000000046043e+01,7.925999014721568647e-01,9.034868142625046561e-02
1.250000000000046185e+01,7.925422336393953548e-01,8.999833313053608175e-02
1.260000000000046327e+01,7.925297811954625793e-01,8.455460911932927148e-02
1.270000000000046469e+01,7.925663725304626928e-01,8.510624703519951983e-02
1.280000000000046612e+01,7.926507472620992756e-01,8.386675247759414753e-02
