# q S(q)
2.042689759324599841e+00 8.556751926126485719e-01
2.093126543505453796e+00 6.011614585125634180e-01
2.143563327686307751e+00 5.321266526921211160e-01
2.194000111867162595e+00 4.930670857033905841e-01
2.244436896048016550e+00 4.867280471368155559e-01
2.294873680228871393e+00 4.169685749797767405e-01
2.345310464409725348e+00 4.539503281890548414e-01
2.395747248590579304e+00 3.703918896305071207e-01
2.446184032771434147e+00 3.948780550799538269e-01
2.496620816952288102e+00 4.176219134893038309e-01
2.547057601133142946e+00 4.898229651407971508e-01
2.597494385313996901e+00 4.541712530054476948e-01
2.647931169494850856e+00 4.403690297504357365e-01
2.698367953675705699e+00 4.710947068352748235e-01
2.748804737856559655e+00 5.515385099956428006e-01
2.799241522037414498e+00 5.446087342382399665e-01
2.849678306218268453e+00 6.167122850987163396e-01
2.900115090399122408e+00 5.185478020447066294e-01
2.950551874579977252e+00 6.696446045191004615e-01
3.000988658760831207e+00 8.330349019569366353e-01
3.051425442941686050e+00 8.788763755650560450e-01
3.101862227122540006e+00 1.070694941353439900e+00
3.152299011303393961e+00 1.807153120085883691e+00
3.202735795484248804e+00 2.242716956725455457e+00
3.253172579665102759e+00 9.159418895850636844e+00
3.303609363845957603e+00 1.297095533160095115e+01
3.354046148026811558e+00 5.174102623187439853e+00
3.404482932207665513e+00 2.438113716448813584e+00
3.454919716388520357e+00 1.924431151024370346e+00
3.505356500569374312e+00 1.192072547307112984e+00
3.555793284750229155e+00 1.033521778449438155e+00
3.606230068931083110e+00 9.275624579719732310e-01
3.656666853111937066e+00 1.025678031265440993e+00
3.707103637292791909e+00 1.057837516494407382e+00
3.757540421473645864e+00 1.671832790591694984e+00
3.807977205654500708e+00 3.141050719342538766e+00
3.858413989835354663e+00 2.045412222250321932e+00
3.908850774016208618e+00 8.472176924015363264e-01
3.959287558197063461e+00 7.129902618860169961e-01
4.009724342377917417e+00 6.600347236809315232e-01
4.060161126558771372e+00 6.592433901880279112e-01
4.110597910739626215e+00 5.993113266527316796e-01
4.161034694920481058e+00 5.984540401535927145e-01
4.211471479101334126e+00 5.579635428901812411e-01
4.261908263282188969e+00 4.775029524247365598e-01
4.312345047463043812e+00 4.581784076895794033e-01
4.362781831643897767e+00 4.867873571774155583e-01
4.413218615824751723e+00 5.030180334177918322e-01
4.463655400005606566e+00 5.805841727160298005e-01
4.514092184186460521e+00 5.866937530281621793e-01
4.564528968367314476e+00 5.543489622612609580e-01
4.614965752548169320e+00 5.783753049591240369e-01
4.665402536729024163e+00 7.259477492637124163e-01
4.715839320909877230e+00 7.369226976734462031e-01
4.766276105090732074e+00 6.665608610133326728e-01
4.816712889271586917e+00 7.819201996346861749e-01
4.867149673452440872e+00 8.858614797568392651e-01
4.917586457633294827e+00 9.958414738863281546e-01
4.968023241814149671e+00 1.408073614703554188e+00
5.018460025995003626e+00 2.449460324799949351e+00
5.068896810175857581e+00 2.571377063038418509e+00
5.119333594356712425e+00 1.517366963932526014e+00
5.169770378537567268e+00 1.222259063542850077e+00
5.220207162718420335e+00 1.046244028910746193e+00
5.270643946899275178e+00 9.827241771080437172e-01
5.321080731080130022e+00 9.399995195771669865e-01
5.371517515260983977e+00 8.609061795214911772e-01
5.421954299441837932e+00 7.956262385190125963e-01
5.472391083622692776e+00 8.957281163543130420e-01
5.522827867803546731e+00 1.029345231875845590e+00
5.573264651984400686e+00 1.186262854022268831e+00
5.623701436165255529e+00 1.565142381184104758e+00
5.674138220346110373e+00 2.540877157155538857e+00
5.724575004526963440e+00 3.098165022857304329e+00
5.775011788707818283e+00 1.787534153620133237e+00
5.825448572888673127e+00 1.329765146399093378e+00
5.875885357069527082e+00 1.001629456679121732e+00
5.926322141250381037e+00 9.687346723643155411e-01
5.976758925431235880e+00 9.956416998425235976e-01
6.027195709612089836e+00 9.359382928015551606e-01
6.077632493792943791e+00 9.942714013027230679e-01
6.128069277973798634e+00 9.546817348689349281e-01
6.178506062154653478e+00 8.731051900552291301e-01
6.228942846335506545e+00 9.861302775810987242e-01
6.279379630516361388e+00 1.044156642234076005e+00
6.329816414697216231e+00 9.639891639370332665e-01
6.380253198878070187e+00 1.001942131446454276e+00
6.430689983058924142e+00 1.084046029070356632e+00
6.481126767239778985e+00 1.278001110344616942e+00
6.531563551420632940e+00 1.479726956732709375e+00
6.582000335601486896e+00 2.015449883674873544e+00
6.632437119782341739e+00 1.933331806256962215e+00
6.682873903963196582e+00 1.500243375734771512e+00
6.733310688144049649e+00 1.412640758433554744e+00
6.783747472324904493e+00 1.279433718724857005e+00
6.834184256505759336e+00 1.453971661524374070e+00
6.884621040686613291e+00 1.501186962412523140e+00
6.935057824867467247e+00 1.158855895798883706e+00
6.985494609048322090e+00 8.879582765622372476e-01
7.035931393229176045e+00 7.969844432083673658e-01
7.086368177410030000e+00 7.601489783247664667e-01
7.136804961590884844e+00 8.394189189935362672e-01
7.187241745771739687e+00 9.021377488201514083e-01
7.237678529952592754e+00 8.970462851740390597e-01
7.288115314133447598e+00 9.043716486934404442e-01
7.338552098314302441e+00 9.547358316047170890e-01
7.388988882495156396e+00 8.132645595268512828e-01
7.439425666676010351e+00 7.932503543110944744e-01
7.489862450856865195e+00 8.245533811393893631e-01
7.540299235037719150e+00 8.437913230077022098e-01
7.590736019218573105e+00 9.989838178393319890e-01
7.641172803399427949e+00 1.070113559062105812e+00
7.691609587580282792e+00 1.018281662509054275e+00
7.742046371761135859e+00 9.294330563775842213e-01
7.792483155941990702e+00 8.505376440750384015e-01
7.842919940122845546e+00 8.294859550351905142e-01
