# q S(q)
2.042689759324599841e+00 2.278801403758993205e-01
2.093126543505453796e+00 2.531027191601469828e-01
2.143563327686307751e+00 1.904114337744451380e-01
2.194000111867162595e+00 2.062183121810266806e-01
2.244436896048016550e+00 2.381805071009403252e-01
2.294873680228871393e+00 2.327405485313423228e-01
2.345310464409725348e+00 2.865080334686592733e-01
2.395747248590579304e+00 2.547980127479612111e-01
2.446184032771434147e+00 2.245842780741899580e-01
2.496620816952288102e+00 2.974988341704407069e-01
2.547057601133142946e+00 3.142842342370289477e-01
2.597494385313996901e+00 3.239138509417398004e-01
2.647931169494850856e+00 4.231424353225337054e-01
2.698367953675705699e+00 4.852592298218750266e-01
2.748804737856559655e+00 4.755627805686594711e-01
2.799241522037414498e+00 4.244796643066763298e-01
2.849678306218268453e+00 6.009202074317077091e-01
2.900115090399122408e+00 5.832824844215928062e-01
2.950551874579977252e+00 8.067982293307993658e-01
3.000988658760831207e+00 7.794602917701645151e-01
3.051425442941686050e+00 1.361434110206555470e+00
3.101862227122540006e+00 1.333211818424622441e+00
3.152299011303393961e+00 2.526423018161428669e+00
3.202735795484248804e+00 3.302495158483653714e+00
3.253172579665102759e+00 1.842054108631138121e+01
3.303609363845957603e+00 3.130813996320724257e+01
3.354046148026811558e+00 1.275607504538080939e+01
3.404482932207665513e+00 3.965523888572331401e+00
3.454919716388520357e+00 2.018164416028151553e+00
3.505356500569374312e+00 1.296700475618344894e+00
3.555793284750229155e+00 1.179162431272787970e+00
3.606230068931083110e+00 8.554144044341038811e-01
3.656666853111937066e+00 7.514726677242690167e-01
3.707103637292791909e+00 6.301274936641800828e-01
3.757540421473645864e+00 6.105209926525599906e-01
3.807977205654500708e+00 6.262923889481323281e-01
3.858413989835354663e+00 6.143687167662827964e-01
3.908850774016208618e+00 5.171229091741631478e-01
3.959287558197063461e+00 5.515268511183064604e-01
4.009724342377917417e+00 4.876125205763500170e-01
4.060161126558771372e+00 3.972521823439744137e-01
4.110597910739626215e+00 4.021494375669556476e-01
4.161034694920481058e+00 4.132293470684207937e-01
4.211471479101334126e+00 4.423381407305800317e-01
4.261908263282188969e+00 4.438447622602836318e-01
