# q S(q)
7.620062097412334978e+00 4.820474873484473233e-01
7.647423182142720322e+00 6.054565719485272002e-01
7.674784266873105665e+00 8.432405262953782676e-01
7.702145351603491008e+00 7.971542100205258885e-01
7.729506436333876351e+00 1.165617079408433510e+00
7.756867521064261695e+00 7.789289106230841142e-01
7.784228605794647038e+00 1.817880870612983868e+00
7.811589690525032381e+00 1.206470417767600622e+01
7.838950775255417724e+00 1.813830835941692143e+01
7.866311859985803068e+00 1.161542081270319215e+01
7.893672944716188411e+00 2.225764948784152431e+00
7.921034029446573754e+00 1.273316693239689101e+00
7.948395114176959098e+00 9.705259474803805686e-01
7.975756198907344441e+00 6.180618854774573290e-01
