# q S(q)
2.013953267251003432e+00 1.194580367699129120e+00
2.066263741725055780e+00 1.050582517274275540e+00
2.118574216199107241e+00 9.289848880625608540e-01
2.170884690673159589e+00 9.879044266281615805e-01
2.223195165147211494e+00 9.508675483791354521e-01
2.275505639621263398e+00 9.699891694665612185e-01
2.327816114095315747e+00 9.606092448728155153e-01
2.380126588569367652e+00 9.744831739637350720e-01
2.432437063043419556e+00 1.027424629043097726e+00
2.484747537517471905e+00 1.026074083596272501e+00
2.537058011991523809e+00 1.011375019984303458e+00
2.589368486465575714e+00 9.971389128197184482e-01
2.641678960939628062e+00 1.024253733257987298e+00
2.693989435413679523e+00 1.008038848092670525e+00
2.746299909887731872e+00 1.046809515144140557e+00
2.798610384361784220e+00 1.116377778810463850e+00
2.850920858835835681e+00 1.259240105136037124e+00
2.903231333309888029e+00 1.204670710248826548e+00
2.955541807783940378e+00 1.131739727342799151e+00
3.007852282257991838e+00 1.154152558881074375e+00
3.060162756732044187e+00 1.193715002070600661e+00
3.112473231206096536e+00 1.242711906184562620e+00
3.164783705680147996e+00 1.212710521379260831e+00
3.217094180154200345e+00 1.272654690320975668e+00
3.269404654628252249e+00 1.351780989676936162e+00
3.321715129102304154e+00 1.314176615929988579e+00
3.374025603576356502e+00 1.298219688663922566e+00
3.426336078050408407e+00 1.312589019379580835e+00
3.478646552524460311e+00 1.307810703189768331e+00
3.530957026998512660e+00 1.244730242554975108e+00
3.583267501472564120e+00 1.111694785751141668e+00
3.635577975946616469e+00 1.103802421051522265e+00
3.687888450420668818e+00 1.092585834193300354e+00
3.740198924894720278e+00 1.038962617080187778e+00
3.792509399368772627e+00 1.018637289723925976e+00
3.844819873842824975e+00 1.007580066125869811e+00
3.897130348316876436e+00 9.445020298145196946e-01
3.949440822790928785e+00 8.566104524009023891e-01
4.001751297264981133e+00 8.323079224254896769e-01
4.054061771739032594e+00 8.082262060072002985e-01
4.106372246213084942e+00 7.801720512299531451e-01
4.158682720687137291e+00 7.550538451333422829e-01
4.210993195161188751e+00 7.682268074343295838e-01
4.263303669635241100e+00 7.704923817078767057e-01
4.315614144109293449e+00 7.642383850461197392e-01
4.367924618583344909e+00 7.640901600158366280e-01
4.420235093057396369e+00 7.918608800902462441e-01
4.472545567531449606e+00 8.160376056606180040e-01
4.524856042005501067e+00 8.164965214677077920e-01
4.577166516479552527e+00 8.106203779617531247e-01
4.629476990953605764e+00 8.391272213674344504e-01
4.681787465427657224e+00 8.574073944248626900e-01
4.734097939901708685e+00 8.686696082411498043e-01
4.786408414375761922e+00 8.931246279150757417e-01
4.838718888849813382e+00 9.476186328636109213e-01
4.891029363323864843e+00 9.432048476724345099e-01
4.943339837797918079e+00 9.426416886737052359e-01
4.995650312271969540e+00 9.754232793140265034e-01
5.047960786746021000e+00 1.025929000608379882e+00
5.100271261220074237e+00 1.054003816843739338e+00
5.152581735694125697e+00 1.036464812102866340e+00
5.204892210168177158e+00 1.030142496595954249e+00
5.257202684642229507e+00 1.096196353408199098e+00
5.309513159116281855e+00 1.133018636153767966e+00
5.361823633590333316e+00 1.134575834603761546e+00
5.414134108064385664e+00 1.126897034552472476e+00
5.466444582538438013e+00 1.125271760563116175e+00
5.518755057012489473e+00 1.110804015458475735e+00
5.571065531486541822e+00 1.120727901262609016e+00
5.623376005960594171e+00 1.117913104195316532e+00
5.675686480434645631e+00 1.158980603058774150e+00
5.727996954908697980e+00 1.166975582504247599e+00
5.780307429382750328e+00 1.108706619790135628e+00
5.832617903856801789e+00 1.103966649314906734e+00
5.884928378330854137e+00 1.114762502010580025e+00
5.937238852804906486e+00 1.093075299813222712e+00
5.989549327278957946e+00 1.076188276108330566e+00
6.041859801753010295e+00 1.053366241563351346e+00
6.094170276227062644e+00 1.051902682471187234e+00
6.146480750701114104e+00 1.068545420647248667e+00
6.198791225175166453e+00 1.042768659904209638e+00
6.251101699649218801e+00 1.025712700899479524e+00
6.303412174123270262e+00 1.014888032400690809e+00
6.355722648597321722e+00 9.957887519129857701e-01
6.408033123071374959e+00 9.954553571918237642e-01
6.460343597545426420e+00 9.897041888668645093e-01
6.512654072019477880e+00 9.761127775659776962e-01
6.564964546493531117e+00 9.955880257889958562e-01
6.617275020967582577e+00 9.834764406121591085e-01
6.669585495441634038e+00 9.518528842426386971e-01
6.721895969915687274e+00 9.366042728127015327e-01
6.774206444389738735e+00 9.208589438482838174e-01
6.826516918863790195e+00 9.631082491779415777e-01
6.878827393337843432e+00 9.415966234412329605e-01
6.931137867811894893e+00 9.137362884218643844e-01
6.983448342285946353e+00 9.134286617686071530e-01
7.035758816759999590e+00 9.164123628710942882e-01
7.088069291234051050e+00 9.458220751029269291e-01
7.140379765708102511e+00 9.518551434406813394e-01
7.192690240182154859e+00 9.459980052448404564e-01
7.245000714656207208e+00 9.181798687821492999e-01
7.297311189130258668e+00 9.184991060021818754e-01
7.349621663604311017e+00 9.264913433360746353e-01
7.401932138078363366e+00 9.182387506221164619e-01
7.454242612552414826e+00 9.368661811039602494e-01
7.506553087026467175e+00 9.392696034818063255e-01
7.558863561500519523e+00 9.459901868165738748e-01
7.611174035974570984e+00 9.688594576508789968e-01
7.663484510448623332e+00 9.860686640291684846e-01
7.715794984922675681e+00 9.911436972510236920e-01
7.768105459396727142e+00 9.989057004889603242e-01
7.820415933870779490e+00 1.024717419968496523e+00
7.872726408344831839e+00 1.029953330313702509e+00
7.925036882818883299e+00 1.026785102394926152e+00
7.977347357292936536e+00 1.041207311544289915e+00
