# q S(q)
2.013953267251003432e+00 7.944141974448245547e-01
2.066263741725055780e+00 8.576660301039181755e-01
2.118574216199107241e+00 9.036742876986347817e-01
2.170884690673159589e+00 9.493803344462123928e-01
2.223195165147211494e+00 9.903167768699583373e-01
2.275505639621263398e+00 1.074614680647721032e+00
2.327816114095315747e+00 1.121415231669020018e+00
2.380126588569367652e+00 1.133162534795028487e+00
2.432437063043419556e+00 1.097598780119842576e+00
2.484747537517471905e+00 1.102368622897666572e+00
2.537058011991523809e+00 1.195108289754801767e+00
2.589368486465575714e+00 1.222304690647525893e+00
2.641678960939628062e+00 1.232874458015728036e+00
2.693989435413679523e+00 1.194521947944256590e+00
2.746299909887731872e+00 1.139278045365089476e+00
2.798610384361784220e+00 1.176095674551236758e+00
2.850920858835835681e+00 1.207114007124889588e+00
2.903231333309888029e+00 1.224231640707737601e+00
2.955541807783940378e+00 1.218150159741743899e+00
3.007852282257991838e+00 1.183347677807642606e+00
3.060162756732044187e+00 1.194444617258466845e+00
3.112473231206096536e+00 1.225069400444209755e+00
3.164783705680147996e+00 1.256798190909996116e+00
3.217094180154200345e+00 1.270788673763162846e+00
3.269404654628252249e+00 1.256407098778109299e+00
3.321715129102304154e+00 1.223767610473533329e+00
3.374025603576356502e+00 1.208119376178923732e+00
3.426336078050408407e+00 1.205404944761531150e+00
3.478646552524460311e+00 1.195669634939661607e+00
3.530957026998512660e+00 1.192126680901237412e+00
3.583267501472564120e+00 1.154485681333156544e+00
3.635577975946616469e+00 1.109876563170634878e+00
3.687888450420668818e+00 1.043667314184713701e+00
3.740198924894720278e+00 9.977408613704977780e-01
3.792509399368772627e+00 9.536021439231703312e-01
3.844819873842824975e+00 9.382399542157133787e-01
3.897130348316876436e+00 9.021590777683944351e-01
3.949440822790928785e+00 8.728738128988365874e-01
4.001751297264981133e+00 8.498642877793969319e-01
4.054061771739032594e+00 8.385696945189538010e-01
4.106372246213084942e+00 8.282339829909524109e-01
4.158682720687137291e+00 8.243945920706075015e-01
4.210993195161188751e+00 8.030255674242668951e-01
4.263303669635241100e+00 7.979211780081068017e-01
4.315614144109293449e+00 8.099136820853382046e-01
4.367924618583344909e+00 8.122298119946289585e-01
4.420235093057396369e+00 7.905557397054503443e-01
4.472545567531449606e+00 8.138059822128175247e-01
4.524856042005501067e+00 8.400822646887289302e-01
4.577166516479552527e+00 8.352443079653522062e-01
4.629476990953605764e+00 8.418585580552696568e-01
4.681787465427657224e+00 8.580133778445512283e-01
4.734097939901708685e+00 8.976510627509057816e-01
4.786408414375761922e+00 9.131851638098195112e-01
4.838718888849813382e+00 9.500201734684311505e-01
4.891029363323864843e+00 9.476177457982932761e-01
4.943339837797918079e+00 9.536708418247368257e-01
4.995650312271969540e+00 9.928371633597043999e-01
5.047960786746021000e+00 1.032448157758495411e+00
5.100271261220074237e+00 1.034042065689495304e+00
5.152581735694125697e+00 1.028248011406720508e+00
5.204892210168177158e+00 1.074681818073335515e+00
5.257202684642229507e+00 1.083707249714934040e+00
5.309513159116281855e+00 1.093143555307531045e+00
5.361823633590333316e+00 1.078819478508003860e+00
5.414134108064385664e+00 1.084060529243972004e+00
5.466444582538438013e+00 1.105214016722918080e+00
5.518755057012489473e+00 1.124960275117756314e+00
5.571065531486541822e+00 1.142381863742950809e+00
5.623376005960594171e+00 1.133902499427367871e+00
5.675686480434645631e+00 1.105641974362785662e+00
5.727996954908697980e+00 1.109678387854922565e+00
5.780307429382750328e+00 1.106963704670621773e+00
5.832617903856801789e+00 1.093649446968244510e+00
5.884928378330854137e+00 1.054654293792778752e+00
5.937238852804906486e+00 1.035869930777797210e+00
5.989549327278957946e+00 1.047239855074429071e+00
6.041859801753010295e+00 1.051893064604342065e+00
6.094170276227062644e+00 1.044722914642263190e+00
6.146480750701114104e+00 1.044199405138853232e+00
6.198791225175166453e+00 1.038969979383463471e+00
6.251101699649218801e+00 1.020520597139680907e+00
6.303412174123270262e+00 1.010632811642637297e+00
6.355722648597321722e+00 9.962907959466400509e-01
6.408033123071374959e+00 9.702620476833787588e-01
6.460343597545426420e+00 9.894083291005716374e-01
6.512654072019477880e+00 9.687752500433285396e-01
6.564964546493531117e+00 9.578669667077366334e-01
6.617275020967582577e+00 9.636108502774204387e-01
6.669585495441634038e+00 9.744564674647278046e-01
6.721895969915687274e+00 9.866684129567049322e-01
6.774206444389738735e+00 9.849558874652458718e-01
6.826516918863790195e+00 9.527426419965868698e-01
6.878827393337843432e+00 9.360782574009701706e-01
6.931137867811894893e+00 9.418569213918444039e-01
6.983448342285946353e+00 9.426664016412400482e-01
7.035758816759999590e+00 9.426782339811485834e-01
7.088069291234051050e+00 9.386519947612653736e-01
7.140379765708102511e+00 9.506646201689451514e-01
7.192690240182154859e+00 9.491844214930463819e-01
7.245000714656207208e+00 9.422104508051716287e-01
7.297311189130258668e+00 9.377981259103562728e-01
7.349621663604311017e+00 9.476693361012609174e-01
7.401932138078363366e+00 9.724125873643130191e-01
7.454242612552414826e+00 9.704361442511847402e-01
7.506553087026467175e+00 9.734405181277285823e-01
7.558863561500519523e+00 9.846868228570377912e-01
7.611174035974570984e+00 1.003753871004658960e+00
7.663484510448623332e+00 1.002891277729462738e+00
7.715794984922675681e+00 9.985773754858329188e-01
7.768105459396727142e+00 9.948675412253202843e-01
7.820415933870779490e+00 9.909313169919882203e-01
7.872726408344831839e+00 9.966617260514339938e-01
7.925036882818883299e+00 1.026944948731038476e+00
7.977347357292936536e+00 1.040459198370004668e+00
