# q S(q)
2.041920047688914330e+00 7.913625809089163132e-01
2.094956932044470310e+00 7.982175557183746051e-01
2.147993816400026290e+00 8.266701787233408094e-01
2.201030700755582714e+00 8.571457716806288873e-01
2.254067585111139138e+00 8.960580667798151433e-01
2.307104469466695118e+00 9.396777048809629163e-01
2.360141353822251098e+00 1.010791090195970243e+00
2.413178238177807522e+00 1.019765218267087326e+00
2.466215122533363946e+00 1.029437404531130307e+00
2.519252006888919926e+00 1.019173198297010696e+00
2.572288891244475906e+00 9.938572526154816345e-01
2.625325775600032330e+00 1.013333529423942281e+00
2.678362659955588754e+00 1.055130865438529408e+00
2.731399544311144734e+00 1.058203760956227812e+00
2.784436428666700714e+00 1.049367977563834708e+00
2.837473313022257138e+00 1.021346197409411349e+00
2.890510197377813562e+00 1.062684646184263393e+00
2.943547081733369541e+00 1.087196175164965251e+00
2.996583966088925521e+00 1.159982304436793621e+00
3.049620850444481945e+00 1.259594133987893549e+00
3.102657734800038369e+00 1.268849879723662921e+00
3.155694619155594349e+00 1.262452724473358101e+00
3.208731503511150329e+00 1.337000574955098386e+00
3.261768387866706753e+00 1.427483809737543963e+00
3.314805272222263177e+00 1.480608255360739145e+00
3.367842156577819157e+00 1.319028828884213800e+00
3.420879040933375581e+00 1.286888481911840687e+00
3.473915925288931561e+00 1.208894069430340057e+00
3.526952809644487985e+00 1.210410129293874704e+00
3.579989694000044409e+00 1.199736441979285084e+00
3.633026578355600389e+00 1.158777995711454345e+00
3.686063462711156369e+00 1.153117249713909942e+00
3.739100347066712793e+00 1.100849814912299163e+00
3.792137231422269217e+00 1.020267784514927945e+00
3.845174115777825197e+00 9.665852186727327267e-01
3.898211000133381177e+00 9.288357153594857252e-01
3.951247884488937601e+00 8.970795504617108396e-01
4.004284768844494025e+00 8.652108210980723468e-01
4.057321653200050449e+00 8.331303608417449658e-01
4.110358537555605984e+00 8.414691783042673734e-01
4.163395421911162408e+00 8.603478822089359879e-01
4.216432306266718832e+00 8.517282643185953850e-01
4.269469190622274368e+00 8.311956872871953950e-01
4.322506074977830792e+00 8.162014678755122876e-01
4.375542959333387216e+00 8.167900529403824272e-01
4.428579843688943640e+00 8.218761620383456812e-01
4.481616728044500064e+00 8.353046040414972007e-01
4.534653612400055600e+00 8.613405790031500864e-01
4.587690496755612024e+00 8.766138352538082046e-01
4.640727381111168448e+00 8.888583646306013053e-01
4.693764265466723984e+00 8.871929678135636044e-01
4.746801149822280408e+00 8.842022265669555736e-01
4.799838034177836832e+00 9.127026472634874876e-01
4.852874918533393256e+00 9.359823012939234577e-01
4.905911802888949680e+00 9.354130046578934543e-01
4.958948687244505216e+00 9.672801975651942330e-01
5.011985571600061640e+00 9.824632386166786135e-01
5.065022455955618064e+00 1.005918711907755503e+00
5.118059340311174488e+00 1.002603409365906195e+00
5.171096224666730024e+00 1.027129801814788523e+00
5.224133109022286447e+00 1.058765359112226800e+00
5.277169993377842871e+00 1.053233148884999304e+00
5.330206877733399295e+00 1.046517313701076812e+00
5.383243762088955719e+00 1.018280515924988361e+00
5.436280646444511255e+00 1.038411214185409603e+00
5.489317530800067679e+00 1.077028746347587607e+00
5.542354415155624103e+00 1.077009712673189679e+00
5.595391299511179639e+00 1.105391992715789362e+00
5.648428183866736063e+00 1.086062844840900432e+00
5.701465068222292487e+00 1.073163135721018957e+00
5.754501952577848911e+00 1.073578405339735697e+00
5.807538836933405335e+00 1.065484803407329428e+00
5.860575721288960871e+00 1.063036085879635273e+00
5.913612605644517295e+00 1.048979196453620588e+00
5.966649490000073719e+00 1.056536279119135724e+00
6.019686374355629255e+00 1.084852325393108385e+00
6.072723258711185679e+00 1.080169067097408231e+00
6.125760143066742103e+00 1.064689152193802668e+00
6.178797027422298527e+00 1.029320312102741886e+00
6.231833911777854951e+00 1.045612731057240063e+00
6.284870796133410487e+00 1.038245893848853019e+00
6.337907680488966911e+00 1.005565782449972856e+00
6.390944564844523335e+00 9.957314288666151425e-01
6.443981449200078870e+00 1.020129147631609223e+00
6.497018333555635294e+00 1.010815397012765571e+00
6.550055217911191718e+00 1.024385587586702284e+00
6.603092102266748142e+00 9.966840675961480267e-01
6.656128986622304566e+00 9.660466734601756977e-01
6.709165870977860102e+00 9.753993345206030119e-01
6.762202755333416526e+00 9.836310356910026309e-01
6.815239639688972950e+00 9.808895732320088712e-01
6.868276524044529374e+00 9.681088730848662616e-01
6.921313408400084910e+00 9.683884578006008992e-01
6.974350292755641334e+00 9.781674442775245559e-01
7.027387177111197758e+00 9.651917855621684472e-01
7.080424061466754182e+00 9.414947432681716188e-01
7.133460945822310606e+00 9.407611298636529007e-01
7.186497830177866142e+00 9.591059711296875401e-01
7.239534714533422566e+00 9.652162348774815381e-01
7.292571598888978990e+00 9.679104447547568491e-01
7.345608483244534526e+00 9.894059306961259237e-01
7.398645367600090950e+00 9.791850736380818265e-01
7.451682251955647374e+00 9.693426757250019898e-01
7.504719136311203798e+00 9.770301838500203839e-01
7.557756020666760222e+00 9.575885022396085633e-01
7.610792905022315757e+00 9.473655815931114610e-01
7.663829789377872181e+00 9.526055010884932894e-01
7.716866673733428605e+00 9.660791418315639589e-01
7.769903558088984141e+00 9.840357346582571108e-01
7.822940442444540565e+00 9.861660045864031332e-01
7.875977326800096989e+00 9.933976076553591161e-01
7.929014211155653413e+00 1.004077070708309760e+00
7.982051095511209837e+00 1.013148632119796000e+00
