filename,S1,S_last,D1,D2,X1,X2
avg_smoothed_lq6_and_std_relative_to_interface.csv,0.22610423991323467,0.7981476228520403,0.28330857820711525,0.7409432845581598,-3.199999999999761,2.7000000000003226
