filename,S1,S_last,D1,D2,X1,X2
avg_smoothed_lq6_and_std_relative_to_interface.csv,0.22610423991323467,0.7981476228520403,0.25470640906017494,0.7695454537051,-3.9999999999997726,3.8000000000003378
