# q S(q)
2.042689759324599841e+00 1.089070413888046929e+00
2.093126543505453796e+00 1.003465386098677969e+00
2.143563327686307751e+00 9.151242893677838941e-01
2.194000111867162595e+00 9.182530562355453174e-01
2.244436896048016550e+00 8.404529988977381683e-01
2.294873680228871393e+00 8.553879083745578038e-01
2.345310464409725348e+00 8.685174204066242742e-01
2.395747248590579304e+00 8.862993099058461555e-01
2.446184032771434147e+00 8.456645481039424261e-01
2.496620816952288102e+00 8.573253460781113944e-01
2.547057601133142946e+00 8.740727804812377100e-01
2.597494385313996901e+00 8.741220520637019709e-01
2.647931169494850856e+00 8.835094310810887031e-01
2.698367953675705699e+00 8.529082028277485961e-01
2.748804737856559655e+00 8.820901788345203443e-01
2.799241522037414498e+00 8.805696687546814561e-01
2.849678306218268453e+00 8.831012814543903744e-01
2.900115090399122408e+00 9.099833325318429367e-01
2.950551874579977252e+00 9.637823371206347689e-01
3.000988658760831207e+00 9.972974360576273289e-01
3.051425442941686050e+00 1.107312923877832533e+00
3.101862227122540006e+00 1.165808114912790572e+00
3.152299011303393961e+00 1.344335232162176874e+00
3.202735795484248804e+00 1.490610456727276212e+00
3.253172579665102759e+00 2.227732156508825945e+00
3.303609363845957603e+00 2.734379984028615151e+00
3.354046148026811558e+00 1.800709504437917108e+00
3.404482932207665513e+00 1.393269763858249410e+00
3.454919716388520357e+00 1.289189689770950054e+00
3.505356500569374312e+00 1.171882033747165819e+00
3.555793284750229155e+00 1.092444803489608596e+00
3.606230068931083110e+00 1.004927245415500270e+00
3.656666853111937066e+00 1.045134223010059316e+00
3.707103637292791909e+00 1.010863340815659983e+00
3.757540421473645864e+00 1.025929730319226740e+00
3.807977205654500708e+00 1.167904438935456479e+00
3.858413989835354663e+00 1.011075518182556809e+00
3.908850774016208618e+00 8.351369649492427216e-01
3.959287558197063461e+00 7.986053207879727500e-01
4.009724342377917417e+00 7.599413823869074491e-01
4.060161126558771372e+00 7.334642652723433187e-01
4.110597910739626215e+00 7.331858592280414699e-01
4.161034694920481058e+00 7.229781318870538431e-01
4.211471479101334126e+00 7.051311077288787699e-01
4.261908263282188969e+00 6.942353192932509964e-01
4.312345047463043812e+00 7.090625662210976454e-01
4.362781831643897767e+00 7.191657860721831774e-01
4.413218615824751723e+00 7.324549053845796909e-01
4.463655400005606566e+00 7.303138940225205600e-01
