# q S(q)
2.042689759324599841e+00 1.243429684820158032e+00
2.093126543505453796e+00 9.083999857198503669e-01
2.143563327686307751e+00 6.253707029503204895e-01
2.194000111867162595e+00 5.818872334972490235e-01
2.244436896048016550e+00 4.932430446810742164e-01
2.294873680228871393e+00 4.289013932007463281e-01
2.345310464409725348e+00 4.426406611483355014e-01
2.395747248590579304e+00 3.979248822470395908e-01
2.446184032771434147e+00 3.862944412228390134e-01
2.496620816952288102e+00 3.868697765271350564e-01
2.547057601133142946e+00 3.996818575565131426e-01
2.597494385313996901e+00 3.714355783398452515e-01
2.647931169494850856e+00 3.890399032605498242e-01
2.698367953675705699e+00 3.983717854038419381e-01
2.748804737856559655e+00 3.968798194161824999e-01
2.799241522037414498e+00 4.072025308767364682e-01
2.849678306218268453e+00 4.491212755127486633e-01
2.900115090399122408e+00 4.795081604030450029e-01
2.950551874579977252e+00 5.622230074204086492e-01
3.000988658760831207e+00 5.671002784749301640e-01
3.051425442941686050e+00 7.039253439345396490e-01
3.101862227122540006e+00 7.278820247426389667e-01
3.152299011303393961e+00 1.094197600900816525e+00
3.202735795484248804e+00 1.422670700571778468e+00
3.253172579665102759e+00 5.633173807370284614e+00
3.303609363845957603e+00 8.611457975743890714e+00
3.354046148026811558e+00 3.623557903406336322e+00
3.404482932207665513e+00 1.556494691913669293e+00
3.454919716388520357e+00 1.171879781966430167e+00
3.505356500569374312e+00 9.341439314451857046e-01
3.555793284750229155e+00 8.998637301406684497e-01
3.606230068931083110e+00 8.629263841589495110e-01
3.656666853111937066e+00 1.050058188015398963e+00
3.707103637292791909e+00 1.186130615903364660e+00
3.757540421473645864e+00 2.458002300679651420e+00
3.807977205654500708e+00 5.811498826566455556e+00
3.858413989835354663e+00 3.865246213055949287e+00
3.908850774016208618e+00 1.190529910185011975e+00
3.959287558197063461e+00 8.615276041709036825e-01
4.009724342377917417e+00 7.913996684643788138e-01
4.060161126558771372e+00 6.633909843523980721e-01
4.110597910739626215e+00 6.188922257002054117e-01
4.161034694920481058e+00 5.854520037519820308e-01
4.211471479101334126e+00 6.062247173255095323e-01
4.261908263282188969e+00 5.782403981853526664e-01
4.312345047463043812e+00 5.877304687653968074e-01
4.362781831643897767e+00 6.121929905804558425e-01
4.413218615824751723e+00 6.094208749301570638e-01
4.463655400005606566e+00 5.947034182756606446e-01
4.514092184186460521e+00 6.013786749996079539e-01
4.564528968367314476e+00 6.429962308299644880e-01
4.614965752548169320e+00 6.662017058853642038e-01
4.665402536729024163e+00 7.159892920970564179e-01
4.715839320909877230e+00 7.877146168966691064e-01
4.766276105090732074e+00 8.752134993307109090e-01
4.816712889271586917e+00 9.206235698712122995e-01
4.867149673452440872e+00 1.099330453365545912e+00
4.917586457633294827e+00 1.301800875345814124e+00
4.968023241814149671e+00 2.123625307956676700e+00
5.018460025995003626e+00 4.682207659707693814e+00
5.068896810175857581e+00 4.905650887271316485e+00
5.119333594356712425e+00 2.204780006838284567e+00
5.169770378537567268e+00 1.310534962918031399e+00
5.220207162718420335e+00 1.149087691789716592e+00
5.270643946899275178e+00 1.029549101865252947e+00
5.321080731080130022e+00 9.830817289429397698e-01
5.371517515260983977e+00 9.259302863980960474e-01
5.421954299441837932e+00 9.029410808556852519e-01
5.472391083622692776e+00 9.162713626763994146e-01
5.522827867803546731e+00 9.557875087139466874e-01
5.573264651984400686e+00 9.716763027247454776e-01
5.623701436165255529e+00 1.116649392064799962e+00
5.674138220346110373e+00 1.913980983636856426e+00
5.724575004526963440e+00 2.563207534911938534e+00
5.775011788707818283e+00 1.476280382675161373e+00
5.825448572888673127e+00 1.052013344667602768e+00
5.875885357069527082e+00 9.564225901107634709e-01
5.926322141250381037e+00 8.750134925574949429e-01
5.976758925431235880e+00 8.469614482184417703e-01
6.027195709612089836e+00 8.299701600026642145e-01
6.077632493792943791e+00 8.367669890111137931e-01
6.128069277973798634e+00 8.430563078987305392e-01
6.178506062154653478e+00 8.172009494348149161e-01
6.228942846335506545e+00 8.650574630820941913e-01
6.279379630516361388e+00 8.831396312833782458e-01
6.329816414697216231e+00 8.997552134621705777e-01
6.380253198878070187e+00 9.341270777494845579e-01
6.430689983058924142e+00 9.908244018200659253e-01
6.481126767239778985e+00 1.072605700669494677e+00
6.531563551420632940e+00 1.301640302446824604e+00
6.582000335601486896e+00 1.856386470009489420e+00
6.632437119782341739e+00 1.718902026028600316e+00
6.682873903963196582e+00 1.297236517211817430e+00
6.733310688144049649e+00 1.271427617339282445e+00
6.783747472324904493e+00 1.346814863702797016e+00
6.834184256505759336e+00 1.950796350109678556e+00
6.884621040686613291e+00 2.179005104751755795e+00
6.935057824867467247e+00 1.534687766264715147e+00
6.985494609048322090e+00 1.122672677098064398e+00
7.035931393229176045e+00 1.036128512244185229e+00
7.086368177410030000e+00 9.858876101789736390e-01
7.136804961590884844e+00 9.632928489482122103e-01
7.187241745771739687e+00 9.450452027248339437e-01
7.237678529952592754e+00 9.156640020945948644e-01
7.288115314133447598e+00 9.032791173934264783e-01
7.338552098314302441e+00 9.072880823771668490e-01
7.388988882495156396e+00 9.009405610462932756e-01
7.439425666676010351e+00 9.191726685980764477e-01
7.489862450856865195e+00 9.512924007929307590e-01
7.540299235037719150e+00 9.906860770684664530e-01
7.590736019218573105e+00 1.189352274719582381e+00
7.641172803399427949e+00 1.302518074977673690e+00
7.691609587580282792e+00 1.080864760482713738e+00
7.742046371761135859e+00 9.631064529371271554e-01
7.792483155941990702e+00 9.466802230208335445e-01
7.842919940122845546e+00 9.502013263864231840e-01
7.893356724303699501e+00 9.508909127230253944e-01
7.943793508484553456e+00 9.734050582957995967e-01
7.994230292665408300e+00 9.986786127276168212e-01
