# q S(q)
2.042689759324599841e+00 8.188338818664253616e-01
2.093126543505453796e+00 8.998932130238832539e-01
2.143563327686307751e+00 9.797795858787271550e-01
2.194000111867162595e+00 1.010041059187412493e+00
2.244436896048016550e+00 1.044672675078119894e+00
2.294873680228871393e+00 1.085677890882075447e+00
2.345310464409725348e+00 1.120366765763503691e+00
2.395747248590579304e+00 1.099310228318536753e+00
2.446184032771434147e+00 1.144478090948818139e+00
2.496620816952288102e+00 1.152941576844168869e+00
2.547057601133142946e+00 1.143601185272996812e+00
2.597494385313996901e+00 1.160191721809224807e+00
2.647931169494850856e+00 1.188012366014014942e+00
2.698367953675705699e+00 1.170040450583322178e+00
2.748804737856559655e+00 1.180008988120418323e+00
2.799241522037414498e+00 1.209512117415857624e+00
2.849678306218268453e+00 1.175120558375805313e+00
2.900115090399122408e+00 1.167410922142155139e+00
2.950551874579977252e+00 1.179436352655304665e+00
3.000988658760831207e+00 1.192780531456778315e+00
3.051425442941686050e+00 1.254737556973879675e+00
3.101862227122540006e+00 1.235648244880216851e+00
3.152299011303393961e+00 1.252631035954258287e+00
3.202735795484248804e+00 1.267527126224296863e+00
3.253172579665102759e+00 1.273937558547234339e+00
3.303609363845957603e+00 1.248107813131236865e+00
3.354046148026811558e+00 1.211746822380684430e+00
3.404482932207665513e+00 1.207880426552274455e+00
3.454919716388520357e+00 1.176888902182007257e+00
3.505356500569374312e+00 1.173066583904352589e+00
3.555793284750229155e+00 1.142095695751882189e+00
3.606230068931083110e+00 1.117920943915621246e+00
3.656666853111937066e+00 1.090530575645499489e+00
3.707103637292791909e+00 1.060542323405763820e+00
3.757540421473645864e+00 1.032883721391676612e+00
3.807977205654500708e+00 9.666350933558751635e-01
3.858413989835354663e+00 9.025775821559113288e-01
3.908850774016208618e+00 9.071225096777298935e-01
3.959287558197063461e+00 8.817442587075459137e-01
4.009724342377917417e+00 8.467210022316291607e-01
4.060161126558771372e+00 8.263108121662302574e-01
4.110597910739626215e+00 8.203036184362251237e-01
4.161034694920481058e+00 8.205749840748812751e-01
4.211471479101334126e+00 8.022113773341292831e-01
4.261908263282188969e+00 7.982987080375002487e-01
4.312345047463043812e+00 7.876338456157837564e-01
4.362781831643897767e+00 8.006781546182309972e-01
4.413218615824751723e+00 8.009752506808208716e-01
4.463655400005606566e+00 8.070554975552891586e-01
4.514092184186460521e+00 8.399346763799437898e-01
4.564528968367314476e+00 8.469474925878082150e-01
4.614965752548169320e+00 8.447361040089843565e-01
4.665402536729024163e+00 8.577410848802379251e-01
4.715839320909877230e+00 8.758744646467560013e-01
